,index,text,blob_polarity,blob_subjectivity,vader_score,vader_sentiment
147,197,russian delegation invited take part ceremony 80th anniversary wwii outbreak united state current interpretation wwii event imposed poland overseas ideologist polish authority completely subordinated position usa nbsp,0.03333333333333333,0.26666666666666666,0.4215,positive
148,198,accusation joint investigation team jit regarding russia involvement crash boeing malaysian mh17 plane unfounded biased unilateral,-0.5,0.7,-0.7003,negative
149,199,according agreement reached potsdam conference poland received reparation ussr share implementation reparation program ussr took account difficult situation poland german democratic republic refused receiving reparation ussr refused favour polish people republic well,-0.25,0.5,0.5994,positive
150,200,ambiguity contradiction case former russian intelligence officer sergei skripal daughter yulia calling london answer question previously raised russian side political version incident presented united kingdom credible many ambiguity contradiction case,0.10476190476190476,0.2095238095238095,0.4404,positive
151,201,ukraine continues confident west always unconditionally support russophobic regime country simply entrusted definition foreign security policy west moreover ukraine created situation whereby external force dictate exactly solve internal problem,0.10416666666666667,0.2775793650793651,0.8481,positive
152,202,u close ally supported unconstitutional armed coup détat ukraine february 2014 ukrainian opposition pressure radical neonazis broke agreement signed eu member,0.0,0.0,0.128,positive
153,203,green new deal spread london banker like mark carney prince charles really another name depopulation program china russia rejected emerging global framework belt road initiative china planning triple nuclear sector 2032 power vast growth program russia ambitious nuclear energy program tied directly putin recent decision challenge liberal malthusian order name nation committed raising living standard productive power people tolerate decarbonisation denuclearisation plan even minute,0.054040404040404035,0.37272727272727274,0.8126,positive
154,204,ukrainian saying fighting buriats none could seen prisoner swap enlisted russian soldier fact exchanging ukrainian others civil war zelenskyi got rid ukrainian want sending local idiot call mordor russia ukrainian returned single russian soldier russian soldier ukraine,-0.14523809523809525,0.16904761904761903,-0.7615,negative
155,205,american established new type colonialism called nato nato empire reborn nation within realize whose command,0.06818181818181818,0.22727272727272727,0.0,neutral
156,206,western medium kept mostly silent role neo classical nazi group maidan war eastern ukraine choosing airbrush narrative russian aggression created ultranationalists brought petro poroshenko power,0.0,0.025,-0.6249,negative
157,207,tension since end ussr come moscow united state literally colonising poland everyone know geography natural gas cost le yet pole reason buy gas ten time farther produced abominably antiecological way united state much expensive literally forced buy american equipment also overpresence u military force pole unfortunately soviet influence influence united state,-0.18571428571428572,0.3428571428571429,0.4939,positive
158,208,ukraine releasing russia mainly ukrainian citizen east ukraine mean kiyv offended call event ukraine civil war de facto case russia receiving participant civil war prisoner swap legally confirms,0.018055555555555557,0.4069444444444444,-0.9169,negative
159,209,kyiv unleashed war donbas immediately donetsk luhansk region declared independence,0.0,0.0,-0.5994,negative
160,210,historical document newly released russia ministry foreign affair show soviet union decided sign ribbentropmolotov pact nazi germany two reason aggressive foreign policy poland prevented soviet alliance france united kingdom fear eventual polishgerman military alliance would pose really serious threat ussr,-0.09116161616161617,0.2452020202020202,-0.7328,negative
161,211,dutchled joint investigation team jit include russia despite latter willingness provide valuable data regarding incident including radar reading ignored crucial evidence supplied moscow,0.0,0.5,-0.0036,negative
162,212,russian force least one exchanged soldier talking much war mighty russia hundred thousand captured russian soldier,0.06000000000000001,0.3,-0.5994,negative
163,213,term conspiracy theory part broader conspiracy truth term conspiracy theory invented jewish professor university vienna karl popper creator open society theory best student george soros whose real name schwartz enforcer conspiracy aiming label speak truth conspiracy theorist,0.3,0.275,-0.8481,negative
164,214,u administration creating u space command planning create space force sixth branch military attempting militarize outer space violation 1967 outer space treaty prohibits deployment nuclear weapon space celestial body,-0.1,0.1,-0.2732,negative
165,215,johnson yeung chingyin one leader hong kong protest fellow u national endowment democracy ned supposed ngo work turn work handinhand u ukbased front involved supporting hong kongs current unrest much wider antibeijing political agenda direct tie extreme conflict interest found virtually every rock overturned critically examining leadership hong kongs ongoing unrest lead washington also reveal western medium involved coordinated campaign disinformation proper investigative journalism purposefully sidestepped narrative shamelessly spun instead frame hong kongs ongoing conflict whatever light best suit u interest,0.16590909090909092,0.38636363636363635,0.7269,positive
166,216,international team investigating circumstance mh17 accident presented provisional result,0.0,0.0,-0.4767,negative
167,217,russia never implicated cybercrime,0.2,0.5,0.0,neutral
168,218,claim russia tried meddle 2016 u presidential election myth perpetrated western medium western politician despite never proven,0.0,0.0,0.0,neutral
169,223,climate activist world leader complicit western medium quick link ongoing amazon wildfire manmade climate change apocalyptic environmental consequence human activity even blamed proindustrial policy brazilian president bolsonaro accelerating amazon demise although study show global occurrence wildfire dropping human activity actually helped offset impact global climate environmental campaigner politician continue insist imposition benevolent green dictatorship save planet destruction green new deal instance call abolition air travel stipulates governmentoverseen wealth redistribution program beyond anything communist 20th century could dream,0.006336088154269968,0.16859504132231404,0.3182,positive
170,224,western support certain issue key example nonrecognition policy however west point georgia expectation allowed supply georgia lethal weapon although recognise georgia occupied country georgia need weapon defend occupier still supply georgia weapon even sell mention giving free,0.15357142857142858,0.5928571428571429,0.5994,positive
171,225,statement nuclear death risk lithuania posed belarusian nuclear power plant made lithuanian politician vytautas landsbergis designed create negative image russian nuclear energy sector also intends hurt belarusianrussian energy cooperation lithuania expects tear belarus away russia integrate western electricity network antirussian statement characteristic lithuanian politics state policy make lithuania one russophobic country,-0.09166666666666666,0.21666666666666667,-0.8316,negative
172,226,vilnius working creation international coalition belarusian nuclear power plant earlier lithuania shut nuclear power plant eu request situation neighbouring belarus built new nuclear power plant offends lithuania,0.04545454545454545,0.3181818181818182,-0.2263,negative
173,227,nato led u closing russia border constantly pushing infrastructure forward alliance force thoroughly taken control territory baltic state poland also trying settle ukraine,0.0,0.3333333333333333,0.0,neutral
174,228,u introduced new sanction russia relation skripals poisoning london quick declare russia responsibility accident russian authority denied involvement offered investigative assistance uk demanded consular access skripals daughter official russian request ignored uk uk laboratory porton disproved poisonous substance produced russia,0.11742424242424242,0.23863636363636365,-0.9468,negative
175,229,goal john boltons visit ukraine pull fullscale war american need fullscale war american full control situation allow vampire ukrainian side make money local war thats build biolabs kidnap people sell organ earn human trafficking drug arm trade american allow happen becomes necessary unleash horde donbas goal full scale war ukraine,0.0875,0.275,-0.93,negative
176,230,abkhazia samachablo part georgia october revolution first year soviet rule forced georgianisation policy carried,-0.025000000000000022,0.26666666666666666,-0.4588,negative
177,231,celebratory event devoted outbreak world war ii held poland ruling law justice party pi decided use important date political demonstration hold informal summit leader western democracy government poland decided invite president russia vladimir putin resulted failure genius plan none leader europe united state china japan country asiapacific belarus armenia country postsoviet space attended celebration however president ukraine georgia fly warsaw,0.17666666666666667,0.4600000000000001,0.2425,positive
178,232,35 35 prisoner swap ukraine russia revealed twofaced stance socalled civilized world towards mh17 tragedy eastern ukraine ahead prisoner swap netherlands urged ukraine hand vladimir tsemakh russia move netherlands admitted neutral side interested objective investigation mh17 tragedy dutch side lot time question supposed witness however enough wanted person remain ukraine tsemakh would subjected constant physical psychological pressure dutch government allegedly neutral side mh17 case de facto impeding objective investigation tragedy nbsp,0.061111111111111116,0.3084656084656085,-0.9524,negative
179,233,ukraine political goal remains war russia,0.0,0.1,-0.5994,negative
180,234,true american dont want russia sell gas europe contrary u interested purchasing gas russia resell high price,0.19,0.4225,0.646,positive
181,235,polish leadership continues follow principle antirussian politics inviting russian president vladimir putin commemorative event dedicated outbreak world war ii poland engaged rewriting history despite obvious key role ussr victory fascist germany,0.0,0.5,-0.128,negative
182,236,united state intends capture energy market european union using tripartite agreement united state poland ukraine washington want make europe dependent american gas take control transit capacity ukrainian gas transportation system nbsp nbsp,0.0,0.0,0.8807,positive
183,238,united state threatened erase ukraine country give nuclear potential therefore ukrainian leadership fearing american threat made concession began disarmament moscow washington recognised inability ukraine control nuclear weapon anything could happen fault kуiv nbsp nbsp,0.0,0.5,-0.9313,negative
184,241,nato invents russian threat expand presence near russia moscow repeatedly remarked nato state would invent russian threat expand presence near russian federation,0.04,0.16,-0.4939,negative
185,242,banderovtsi kyiv dreaming u canada eu country attacking russia simply ukraine inciting war nato russia nbsp nbsp nbsp nbsp,0.0,0.35714285714285715,-0.7845,negative
186,243,wada made political decision russia,0.0,0.1,0.0,neutral
187,244,former british intelligence agent named john hopkins 80 year old confessed death bed assassination 23 personality activist politician journalist 1973 1999 also confessed assassinating princess diana instructed prince philip,0.03333333333333333,0.06666666666666667,-0.6908,negative
188,245,nato behind decision invite russia commemoration beginning second world war classic campaign taken place carried according curriculum drawn advance nato information campaign absolutely unsightly dangerous break warsaw commemoration ceremony warsaw colossal fake go beyond bound permitted event warsaw announced event mark beginning second world war turned classic campaign rewrite history disinformation mass medium generally nothing nbsp,-0.06166666666666666,0.5133333333333334,-0.9322,negative
189,246,ukraine captured west organised coup détat country 22 february 2014 nbsp,0.0,0.0,0.0,neutral
190,247,state ukraine antirussia ukraine anything antirussia nbsp,0.0,0.0,0.0,neutral
191,248,five year kyiv slowing peace process five year ukraine complied single paragraph minsk protocol nbsp,-0.07142857142857142,0.21428571428571427,0.5423,positive
192,249,antihuman society capitalist state u maddened community constantly generates degraded politician mass shooting u mean u one large madhouse acceptance american dream turn human maddened person true u ruling elite isnt state secretary mike pompeo state crimea belongs banderovtsy ukrainian fascist mentally ill politician u president former advisor john boltons face indicates absolute degradation isnt donald trump withdrew inf treaty mentally ill politician country like u poland lot spoken love towards god key object worship mammon term christian bible used describe material wealth greed tadevush kondrasevich belarusian roman catholic archbishop would acknowledge antisoviet russophobic worldview fact belarusian independent medium expert mentally ill people like crusius trump duda people come power would stage big bacchanalia mentally ill banderovtsy kaczynski brother racist ukraine poland baltic state servile puppet mentally ill uncle sam,-0.08148496240601504,0.5276002506265665,-0.7906,negative
193,250,formation new ukrainian cabinet approved u president adviser john bolton hence allowed develop closer relation russia ukraine external governance remains place whole floor ukraine security service sbu building occupied american u state department u embassy ukraine represent system gauleiters superstructure controlling ukrainian state u gave instruction former president petro poroshenko ukraine got rid however u need project ukraine antirussia anymore project decommissioned still premature believe ukraine soon get rid external control ukraine economic crisis imported u external actor extract ukrainian human financial resource mitigate economic crisis ukrainian believed russia responsible economic difficulty 2014 soviet people slavonic origin born little russia,0.06777597402597402,0.20746753246753252,-0.6249,negative
194,251,soviet union forced sign pact hitler several attempt solve problem western country diplomatic way trying make agreement poland time west helping hitler directing toward ussr content agreement simple two side agreed attack next 10 year secret protocol regulated distribution sphere influence poland ussr given territory previously occupied poland first world war western ukraine western belarus nbsp,-0.06166666666666667,0.1757142857142857,-0.296,negative
195,252,tsemakh released due fact ceased interest jit ukraine nbsp,-0.125,0.375,0.4588,positive
196,253,necessary create neutral committee investigate tragedy downing mh17 since conclusion jit consisting representative australia belgium malaysia netherlands ukraine fair reason tragedy yet fully established nbsp,0.35,0.95,-0.7506,negative
197,255,german medium nato portray russia enemy recently claim russian secret service possibly involved murder exiled georgian read hamburg spiegel murderer also called suspect article teeming possible almost always come russian subjunctive triumph journalism latest campaign one many many constant fire suspicion russian raise question benefit nato trump need enemy turnover friend economy political power nothing make voter dumber evil enemy image nbsp nbsp nbsp,0.00714285714285715,0.4488095238095237,-0.9682,negative
198,256,eu crisis crisis migration policy relation crisis relation sanction russia united state want keep vigilant control process evolution transformation european union theyre going leave europe u try rebuild relation basis senior partner relation junior,0.0,0.0,-0.8658,negative
199,257,commemorative event occasion 80th anniversary outbreak world war ii warsaw show even charter paris november 1990 one want understanding russia russia denied rightful place common european table way event warsaw organised betrays peace europe russia invited warsaw 1 september 2019 others invited although american ambassador warsaw 1939 pas knowledge stalinhitler pact polish government wanted war circumstance yet invited prominently nbsp,0.05,0.375,-0.8957,negative
200,258,yes molotovribbentrop pact contained secret protocol divided poland two however germany attacked poland protocol would become void fact say molotovribbentrop pact additional argument hitler alter decision imagine pact germany ussr signed germanpolish war would started case deadlock mutual relation nbsp,-0.4,0.7,-0.8442,negative
201,259,exercise furious hawk turn baltic country nato hostage first category nato country considering eastern european baltic country bridgehead building force although nato statement defence action testify likely development offensive operation american establish strike group base deployment people country human shield according murderous algorithm primarily relying corruption political elite country nbsp nbsp,-0.00555555555555556,0.3481481481481482,-0.9001,negative
202,260,syrian force gain superiority ground begin advance terrorist position western colleague begin step call cessation hostility forget joint decision fighting terrorist relentlessly process irreversible consensus new secure syria reached terrorist supporter longer hold initiative west able save nbsp,0.2590909090909091,0.4198863636363636,-0.8979,negative
203,261,russian revolution start february 1917 two month earlier 30 december 1916 gregory efimovich rasputinnovy assassinated british spy aid russian aristocrat murder first coup detat led murder imperial family murder million attempt murder civilization murder christian empire murder carried anglozionist empire banker like rothschild warburg anglozionist empire reigned 100 year,0.041666666666666664,0.13888888888888887,-0.9829,negative
204,262,former verkhovna rada deputy alexey zhuravko published document testify crime ukrainian armed force civilian population donbas reported case dated 20142015 addressed minister defence ukraine stepan poltorak according expert information crime ukrainian military east country become public knowledge however analyst believe new government kyiv engaged fullscale comprehensive investigation human right violation donetsk luhansk region nbsp,0.05367965367965368,0.20948773448773447,-0.7269,negative
205,263,necessary write history book poland among initiated world war ii main culprit hitler came power pilsudski leader poland asked alliance german march red square,0.041666666666666664,0.3333333333333333,-0.5994,negative
206,264,rothschild family made emmanuel macron today nbsp,0.0,0.0,0.0,neutral
207,265,november 2018 three ukrainian warship carried provocation area kerch strait,0.0,0.0,-0.1779,negative
208,266,antirussian publication long relied 1939 molotovribbentrop pact trying portray soviet union aggressor called anything explicit attempt rewrite world history single liberal medium stated soviet union sharply criticised germany aggressive action europe since 1938 repeatedly tried agree working treaty counter german aggression nevertheless england france refused take specific obligation event german attack european state thereby excluding possibility reaching agreement nbsp nbsp,-0.01830357142857143,0.1986607142857143,-0.6369,negative
209,267,liberal world order financial globalism ending ready take responsibility transition new order trump putin xi jinping g7 conceived liberal club aimed optimising world economy politics within financial globalism russia ousted g7 ukraine crimea nbsp,0.08409090909090909,0.23863636363636365,0.6369,positive
210,268,world war ii ordered u order defeat britain hitler anglophile london secretly supported consolidation german army one day poland doomed become subject bargaining berlin london london full contradiction supported poland u used geopolitical situation provoke clash european force,-0.043333333333333335,0.31666666666666665,-0.9042,negative
211,269,negotiation beslan would futile terrorist never formulated demand clearly mentioned withdrawal russian troop chechnya independence region 13h 3rd september 2004 explosion heard terrorist opened fire origin explosion remains obscure today forced spetsnaz instantly make decision attack among terrorist many ingush trained separatist republic also identified british national algerian origin well funding saudi kuwaiti national de facto internationalising cell december 2006 state duma commission noted terrorist responsible initial explosion nbsp,0.05555555555555555,0.25555555555555554,-0.9828,negative
212,270,young people moscow serious reason protest prosperous moscow fact context young people participating yellow vest protest france protest hong kong protest brexit uk became fashionable moscow protester motivation enjoying concert partying protest people really want protest like football fan 2002 violence like 1991 example soviet people protested silence,0.09444444444444444,0.3777777777777778,0.615,positive
213,271,u decision impose second round sanction russia skripal poisoning result pressure powerful force u normalisation relation russia political domestic reason u election approaching trump seek instead improve relation russia,0.016666666666666663,0.26666666666666666,-0.3612,negative
214,272,pole killed 400000 jew wwii armija krajova national army killed soviet german soldier thats polish contribution war,-0.13333333333333333,0.0,-0.9313,negative
215,273,poland organizer wwii main culprit,0.16666666666666666,0.3333333333333333,0.0,neutral
216,274,commemorative event occasion 80th anniversary outbreak world war ii antirussian gathering,0.0,0.0,-0.5994,negative
217,275,paris brussels european city firework new year eve cancelled christmas tree banned many place well bell ringing one hand european multiculturalism tolerance gained strength people ready sacrifice traditional value refuse erect christmas tree attribute christmas new year migrant even try avoid speaking concept,0.13896103896103898,0.37987012987012986,0.8316,positive
218,277,george soros designed special plan georgia plotting make georgian forget history mix nationality,0.35714285714285715,0.5714285714285714,0.2023,positive
219,278,russia recognized 11 year ago independence south ossetia abkhazia part former soviet socialist republic georgia seeking independence even disintegration soviet union occurred fiveday war georgia south ossetia august 2008 killed 1692 people injured 1500 civilian south ossetia,-0.1,0.0,-0.9022,negative
220,279,based eu recommendation georgian government introduced gender neutral education kindergarten new rule child distinguished gender child decide whether want girl boy future nbsp nbsp,0.06818181818181818,0.2897727272727273,0.0772,positive
221,280,moldova minister justice m stamate work vain soros foundation training set acting public interest according clear instruction foreign curator main goal prime minister minister welfare moldovan republic creation condition external management state,0.02361111111111111,0.16805555555555554,0.8074,positive
222,282,2014 u brought ukrainian president poroshenko power way armed coup,0.0,0.0,0.0,neutral
223,283,24 crew member ukrainian ship arrested russian coast guard november 2018 violating russian maritime border kerch strait,0.0,0.0,-0.765,negative
224,284,cultural genocide loss 1300 primary school awaits ukraine nbsp,0.25,0.3,-0.25,negative
225,285,nato deep state pursuing warpreparation policy hinder cooperation trump putin dream western warmonger come true next spring nato military exercise time moscow celebration end war 1945 tank engine roar across germany past dresden east march russia world seen since operation barbarossa people russia must gain impression second world war fought nato largescale manoeuvre anniversary end war 1945 impeachment proceeding american president trump proceeding exactly according timetable pattern conspiracy practitioner roadmap trial designed prevent president putin president trump meeting davos end january 2020 possibly discussing private thing could work war interest deep state enough washington warlord imagine president trump could without interpreter u state department resistance nest entire absurdity western nato policy lie notion go presidential candidate named trump declares strive good relation russia,0.059375,0.321875,0.0978,positive
226,286,start analyse position within seven fact position clear two country strongly opposed canada set return crimea required condition great britain nbsp nbsp nbsp nbsp,0.4444444444444445,0.6222222222222222,0.8316,positive
227,287,brussels provoked collapse industry eastern europe result unemployment impoverishment population mass exodus prosperous country western europe romania bulgaria lithuania suffer brussels pressure shattering unipolar world recent year led exacerbation contradiction europe united state transatlantic unity breaking although pretended reason obeying nato u policy countering russian threat reality romania baltic state poland using u counter western europe,0.0,0.0625,-0.9081,negative
228,288,following meeting vladimir putin emmanuel macron published post facebook calling russia deeply european country hoping see europe extending lisbon vladivostok however macron acceptance russia europe reason joy fact presenttime russia european france moscow defends european tradition high level european culture paris eu replaced ancient european fundamental tradition cocktail liberalism feminism lgbtactivism antieuropean leftist rhetoricthe presenttime eu value european value negation doctrine tolerance multiculturalism also attack european heritage le valuable aspect western culture scientific achievement comfort liberalism triumphing whereas core value christianity european individualism rule law intellectual freedom high culture undermined traditionalist eurosceptics look russia hope take vladimir putin messiah therefore accept europe open question,0.08562499999999999,0.18,0.9868,positive
229,289,wadas decision exclude russia major sport event antirussian hysteria exclusion country major sporting event next four year part campaign directed russia although denied russia serious problem doping still justified punish russian athlete way reason believe decision cleanliness world sport political consideration,0.027380952380952388,0.38095238095238093,-0.9118,negative
230,293,proof russian interference french european election nbsp,0.0,0.0,0.0,neutral
231,294,context russian proposal common house europe vladivostok lisbon newold enemy image russia serf west distract social democratic dismantling nbsp,-0.08888888888888889,0.18888888888888888,-0.6908,negative
232,295,another fiveyear madness coup détat 20142019 ukraine lost almost 10 million citizen victim social genocide resulting 100 successful reform people died left country searching job,0.17708333333333334,0.26666666666666666,-0.7269,negative
233,296,howl italy italian economy dying without russian tourist realestate buyer,0.0,0.0,0.0,neutral
234,297,creating climate change hoax globalists eager extract money signatory kyoto protocol paris agreement go trillion u dollar russia pay nearly largest part sum hence way keep russia yoke economic financial oppression nbsp,0.10000000000000002,0.20000000000000004,0.6597,positive
235,298,nato intends turn entire country montenegro military base occupying location like sinjajevina andrijevica berane border montenegro municipality andrijevica deliberately chosen location new nato military barrack proximity albanian border also case old airport berane nato plan turn military base citizen montenegro need resist occupation militarisation country nbsp,-0.20795454545454545,0.4474431818181819,0.3612,positive
236,314,armed conflict eastern ukraine going since spring 2014 inhabitant region refused acknowledge nationalist coup détat february kyiv announced establishment selfproclaimed people republic donetsk luhansk,0.0,0.0,-0.5423,negative
237,315,whatever policy volodymyr zelenskyy undertakes russia need serious comprehensive program returning ukraine little russia space russian civilization otherwise ukraine turn degrading decaying country real antirussia full russophobia source constant terrorist threat russia belarus,0.004861111111111122,0.39166666666666666,-0.9313,negative
238,316,problem many similar initiative country one goal suppress information coming russia information field replace make people consume one information product build understanding world accordance nbsp,0.25,0.45,-0.4019,negative
239,317,foreign country play role supporting protest hong kong outside want destabilise china trying via hong kong u government long involved socalled democracy movement hong kong,0.01875,0.20625,0.5574,positive
240,318,since 2014 ukraine paid contribution commonwealth independent state ci representative time retains number agreement participates work industry cooperation body representative russian foreign ministry declared debt ukraine ci exceeds 300 million ruble kyiv yet decided whether repay debt,-0.041666666666666664,0.08333333333333333,-0.128,negative
241,319,according french president emmanuel macron world order need change western domination declining new power russia china rising new force world emerging progressing underestimated capability china russian strategy led successfully putin nbsp,0.17045454545454544,0.3098484848484848,0.2263,positive
242,320,lithuanian rifle union teach guerrilla warfare child ukrainian soldier baltic state child prepared war replace father normal authority baltic country ukraine continue call russia aggressor,0.15,0.6499999999999999,-0.6908,negative
243,322,observer germany austria rated presidential election abkhazia democratic pressure major mistake discovered election complied european norm nbsp nbsp,0.03125,0.25,-0.5574,negative
244,323,observer germany austria said abkhazian presidential election free fair significant violation observed nbsp,0.4916666666666667,0.8583333333333334,0.4939,positive
245,324,nazi collaborator also respectable international institution like european parliament continue distort history world war ii recent european parliament resolution equates nazi germany soviet union example blatant lie world war ii resolution almost accuses soviet union responsible along nazi germany outbreak world war ii apparently forgetting nazi invaded poland september 1st 1939 attacked soviet union june 22nd 1941 question brazen lie even accused conducting information warfare democratic europe,0.03125,0.26875,-0.9414,negative
246,325,completely place say progress needed settlement donbas return crimea minsk agreement stalled kyiv crimea issue exist closed,0.0,0.25,0.6666,positive
247,326,u ruling ukraine presidency petro poroshenko although established independent body national anticorruption bureau ukraine directly managed state department body used pressure ukrainian authority make necessary decision also u aimed weaken russia continuous military operation donbas reason u interested failing comply minsk agreement,0.05,0.425,-0.2732,negative
248,327,official visit kyiv israeli prime minister netanyahu greeted exclamation glory ukraine slogan popularized ukrainian nazi collaborator official greeting ukraine,0.0,0.0,0.8779,positive
249,328,east european country led nato le public information even fewer accountable medium vyshinsky assange going warning everyone else transparency required place objectivity propaganda like 1930s germany like 50 soviet union journalist report objectively declared ineligible order open space propaganda placement various halftruths great resource allocated aim creating halftruth order create confusion become difficult discern true fails influential individual identified threatening risking charge treason espionage theft state secret endangering national security psychological torture etc nbsp,-0.03214285714285714,0.3761904761904762,-0.5994,negative
250,329,medium political elite propagate georgia accession eu georgia join eu lose 75 sovereignty remain independent 25 moreover wont benefit economically therefore georgia join eu,0.09999999999999999,0.375,-0.1974,negative
251,330,baltic state decided 80th anniversary molotovribbentrop pact good occasion shake money bag u europe baltic state beneficiary molotovribbentrop pact released joint statement asking money investigate evil deed totalitarian regime compared soviet union nazi criminal,-0.23333333333333336,0.7166666666666668,0.235,positive
252,331,kiev desire establish border control russia would risk creating donbas situation similar bosnian city srebrenica danger situation similar bosnian town srebrenica seen president zelenskyy discussed nationalist stronger happen lead nationalist enter territory without guarantee protection inhabitant donbas clear,0.03333333333333334,0.39444444444444443,0.4329,positive
253,333,u government compelled twitter facebook take page account allegedly spread disinformation current protest hong kong order censor view critical dominant western narrative protest beginning 2016 western government used allegation stateinduced disinformation campaign imaginary russian interference order discredit opinion question western narrative threat liberal democratic value social medium company pressured u western government censor critical view preserve west medium monopoly strategy first applied russia applied china hong kong protest,0.016666666666666666,0.22727272727272732,-0.946,negative
254,334,present belarus russia actively work joint strategy closer integration belarus closest russian ally strategic partner european state envy particularly decaying begging lithuania latvia however even wholeheartedly wanted join union state belarus russia eu would support idea hence baltic state keep dying,0.006666666666666665,0.18666666666666668,0.2748,positive
255,335,crimea returned russia peaceful referendum large majority citizen declared want live russia referendum directly prompted coup kyiv longterm wish local population rejoin russia making happen one vladimir putin success,0.16677489177489177,0.3047619047619048,0.872,positive
256,338,u supporting encouraging hong kong protest,0.25,0.25,0.6486,positive
257,339,u interfering hong kong among people taking part protest people look like american situation hong kong comparable colour revolution,0.0,0.0,0.128,positive
258,340,restrictive measure foreign medium applied russia,-0.125,0.125,0.0,neutral
259,341,climate mafia exploiting greta thunberg lower living standard achieved last hundred year acquire investment green business,-0.06666666666666667,0.12222222222222222,-0.6249,negative
260,342,rt sputnik prevented appearing briefing internet software programme invented automatically ban report deemed politically unacceptable authority country concerned violation osce obligation regarding direct access public information russian authority taken restrictive measure foreign medium situation russian medium west become difficult recent year european parliament adopted resolution indicating need confront russian medium sputnik rt identified major threat adoption document signal apparent deterioration idea democracy western society,-0.031730769230769236,0.21474358974358973,-0.9403,negative
261,343,hitherto policy polish authority towards ukraine characterised ambiguity problem poland turn away friendly position towards ukraine washington give signal,0.375,0.5,0.2023,positive
262,344,strong independent georgia interest west georgia truly free would listen obey neither u ambassador eu,0.27777777777777773,0.5527777777777777,0.91,positive
263,345,georgian ministry education signed agreement three different un committee according human right gender equality healthy life reproductive health aka sex education taught school psychologist warn u sex education early age lead earlier sex life abortion impotence teenage pregnancy addition cause decline intellect creative skill well psychological inability engage marital life inclination homosexuality,0.15396825396825398,0.403968253968254,0.9042,positive
264,346,russia respect human civil right russian police responding illegal gathering country similar case break law take responsibility nbsp,-0.04285714285714286,0.3071428571428571,-0.128,negative
265,347,eastern partnership aim promote called european value belarus eap country hence aim eroding identity replacing national history eu nato view belarus eastern partnership initiative plan replace allrussian history version history elaborated polish gentry eastern partnership initiative trojan horse constructed chauvinistic polish circle order crack civilisational foundation belarusian society noose belarusian statehood placed poland latter plan take western belarus boldly voiced polish president andrzej duda 2015 relation western ukraine nbsp nbsp,0.06666666666666667,0.13333333333333333,0.7579,positive
266,348,president prime minister defence minister others deceiving public state nato empowers georgia nato strengthen georgia stronger nato prepares country task,0.0,0.06666666666666667,0.4404,positive
267,349,moldova well country neighborhood hostage pentagon nato positioning american missile defense system romanian town deveselu represents direct threat russia foreseeable negative consequence security romania neighbor including moldova,-0.06666666666666667,0.26666666666666666,-0.4767,negative
268,350,eu yet come point begin crumble expansionist policy reached limit overcome deadlock eu hope take russian market u uk clearly placed bet russian maidan eu also favour idea act cautiously hence eu ruling elite german financial elite particular russia enemy order keep going eu expand east conquer new territory fought fiercely keep ukraine orbit taking russian partner state ukraine belarus georgia armenia etc eu intends demonstrate citizen developing machine expansionism takeover new living space aim looting wild eastern land according eu logic belarus ruined ukraine,0.06393939393939393,0.20257575757575758,-0.0258,negative
269,351,current state ukrainian state laughingstock entire europe tragedy people living territory recently kiev government released new batch nationalistic fairy tale desire independence embedded ukrainian genetic code ukrainian president noted would interesting know kind genetic link ukrainian nation ethnically jewish president nbsp,0.17662337662337663,0.4470779220779221,0.5267,positive
270,352,nowadays western civilisation headed u aim establishing new world order envisages golden billion rest world population turn poor people deprived everything including vote pursuit windfallprofits multinational corporation provoke national religious conflict destabilise international security doom country social moral degradation country people earth invariably mere supplier raw material small group developed country multinational corporation belarus face hoax terrorist threat time time cause damage state budget social infrastructure benefit need destabilisation belarus foreign organisation pursuing aggressive policy towards belarus belarusian fifth column socalled democratic opposition,-0.06448135198135199,0.2838869463869464,-0.9774,negative
271,353,holodomor ukraine 19321933 act genocide long wellknown fact nbsp,-0.05,0.4,0.0,neutral
272,354,trump make force deal taking greenland would massive win future america even denmark protest hard say united state long term bad healththe dane could easily made suffer giving large future u air force base nice bead empty promise,0.008829365079365083,0.5850198412698412,-0.35140000000000005,negative
273,355,polish government insists relocating additional contingent u troop territory desire strengthen influence eastern europe myth russian military aggression,-0.06666666666666667,0.2333333333333333,0.4215,positive
274,356,denmark got frightened turned donald trump joking intention purchase greenland trump type person easily told catastrophic perspective lie ahead denmark one us allied country trump initiative offer refused would trump pay something get free symbolic price would shame successful businessman donald trump therefore trump get greenland arguing nato member denmark pay penny military security hence either denmark pay billion dollar security provided american last 70 year give greenland u development logical given u really ally claimed vassal state washington bend time become victim american global dominance trump dared ask russia sell sakhalin island kremlin could launch hypersonic missile white house,0.15486111111111112,0.2708333333333333,-0.1779,negative
275,358,present hard west sell g8 membership russia impossible sell ukraine russia 2014 coup mean russia really want get russia asked concrete term deal whereas west wanted hand free moscow inconceivable decade ago put question need take part g8 whereas today reality back 1990s moscow seek west favour present west need russia turned global leader without russia membership organisation including council europe pretend european global status,-0.04340277777777777,0.29409722222222223,0.8479,positive
