Unnamed: 0,topics
1192,"germany, jew, ribbon, nazi, ukraine"
1193,"police, germany, jew, nazi, ukraine"
1194,"sanction, go, russia, raise, decided"
1195,"instead, muslim, european, country, inevitable"
1196,"five, crimean, russia, year, peninsula"
1197,"georgia, gorge, military, border, terrorism"
1198,"muslim, crimean, moscow, russia, ukrainian"
1199,"without, whole, issue, russia, ukrainian"
1200,"recognition, informing, muslim, towards, embassy"
1201,"want, badly, politics, offensive, structure"
1202,"place, style, promoted, took, scandal"
1203,"evidence, format, berlin, august, case"
1204,"germany, skripal, promoted, august, scandal"
1205,"place, highprofile, highly, international, talking"
1206,"evidence, germany, highprofile, august, highly"
1207,"pace, reunification, proceeded, european, crimea"
1208,"aim, friendly, programme, rip, belarus"
1209,"much, planned, course, islamist, macron"
1210,"accident, islamist, leftist, macron, probable"
1211,"anniversary, summit, lukashenka, alyaksandr, belarusian"
1212,"kolomoisky, guarantee, washington, ukrainian, poroshenko"
1213,"state, federation, influence, russian, attempting"
1214,"plant, form, lukashenka, sentiment, belarusian"
1215,"partnership, eu, behind, eastern, political"
1216,"life, materialism, western, european, christian"
1217,"president, investigation, ukrainian, poroshenko, revolution"
1218,"europe, preparing, use, placing, weapon"
1219,"population, half, except, country, discriminating"
1220,"colonisation, moldova, independent, european, subordinate"
1221,"inappropriate, right, presented, country, completely"
1222,"concerning, inappropriate, crimea, adjacent, international"
1223,"membership, association, brexit, uncertainty, growing"
1224,"well, losing, expert, association, hungary"
1225,"membership, losing, expert, association, saxo"
1226,"language, zelenskyi, ukraine, petro, poroshenko"
1227,"fulfils, nbsp, coalition, ukraine, continues"
1228,"parliament, eu, nbsp, european, would"
1229,"state, better, emphasised, member, ideologically"
1230,"somewhere, western, country, russian, election"
1231,"almost, western, country, russian, election"
1232,"western, concern, country, russian, election"
1233,"commander, minsk, agreement, military, would"
1234,"bloomberg, close, russia, source, belarus"
1235,"say, ukraine, rapidly, one, hotel"
1236,"regarding, nbsp, claim, authority, sea"
1237,"europe, unsuccessfully, latter, world, attempting"
1238,"germany, afghan, france, million, refugee"
1239,"liberal, zelenskiy, volodymyr, numerous, member"
1240,"idea, constantly, direction, russia, nato"
1241,"elite, order, european, using, amid"
1242,"awareness, suffering, war, people, died"
1243,"air, defence, single, russian, armed"
1244,"west, legitimise, coup, venezuela, support"
1245,"rapporteur, un, right, poverty, africa"
1246,"uk, campaign, russia, yuliya, revive"
1247,"ivan, train, troop, according, sabotage"
1248,"biased, event, azerbaijan, international, force"
1249,"sea, territorial, russian, border, black"
1250,"move, world, nato, inch, one"
1251,"place, parliament, power, globalists, try"
1252,"journalist, right, country, european, russian"
1253,"starting, declining, destructive, inciting, political"
1254,"jefferson, george, nation, took, belarusian"
1255,"jefferson, place, nation, joseph, belarusian"
1256,"eu, accountable, anyone, undemocratic, elected"
1257,"lithuania, test, remains, belong, belarus"
1258,"lithuania, test, remains, belong, belarus"
1259,"proof, receive, may, measure, citizen"
1260,"like, phase, american, trump, final"
1261,"movement, military, security, nato, expanded"
1262,"april, détat, operation, dnr, announced"
1263,"organ, wife, operation, saakashvili, soldier"
1264,"intends, muslim, herzegovina, bosnia, support"
1265,"union, nation, never, european, organisation"
1266,"mine, along, ukraine, border, nuclear"
1267,"service, paris, intelligence, probably, work"
1268,"radar, country, investigation, russia, ukrainian"
1269,"went, make, people, experiment, happened"
1270,"preparation, decline, popularity, feel, le"
1271,"minsk, map, nato, organisation, revolution"
1272,"map, published, military, nato, belarus"
1273,"minsk, map, military, nato, belarus"
1274,"yugoslavia, thousand, killed, maintenance, nato"
1275,"avoid, poland, wwii, territory, hitler"
1276,"situated, territory, lair, initially, hitler"
1277,"restoration, rebuilding, devoted, take, private"
1278,"intervention, civil, east, ukrainian, regime"
1279,"georgia, fund, program, nato, finance"
1280,"threatened, state, poland, supranational, may"
1281,"sense, dogma, european, country, political"
1282,"europe, expert, creating, eastern, programme"
1283,"europe, eu, order, born, hegemony"
1284,"language, freedom, law, hungarian, russian"
1285,"enemy, russia, nato, hamper, global"
1286,"distanced, declared, god, sin, way"
1287,"distanced, europe, notredame, ideal, moral"
1288,"russia, held, russian, crimea, sevastopol"
1289,"february, coup, ukraine, russia, deteriorated"
1290,"domestic, ago, coup, ukraine, result"
1291,"leave, without, become, russia, destroyed"
1292,"initiative, need, sending, deputy, impulse"
1293,"act, nbsp, called, russia, new"
1294,"nbsp, scare, donbas, deterrence, russia"
1295,"nbsp, suggests, deputy, russia, ie"
1296,"brussels, foreign, received, declaration, noted"
1297,"observe, meps, noted, tuzhba, abkhazia"
1298,"coup, chaos, euromaidan, democracy, labeled"
1299,"old, see, probably, fire, year"
1300,"party, event, prague, medium, election"
1301,"reich, clear, venezuela, nickname, believe"
1302,"entering, writer, russian, year, reform"
1303,"opinion, contrary, agreement, russia, implementation"
1304,"dia, declassified, isi, member, syria"
1305,"turkey, détat, organised, overthrow, elected"
1306,"service, incident, intelligence, version, british"
1307,"europe, morality, big, communism, spirit"
1308,"inhabitant, become, coup, referendum, russian"
1309,"eu, came, month, moldova, import"
1310,"eu, moldova, good, decreased, import"
1311,"election, eat, russian, vest, rather"
1312,"organ, medical, network, helmet, one"
1313,"success, west, story, western, belarus"
1314,"success, west, story, western, belarus"
1315,"success, west, story, western, belarus"
1316,"carried, federation, joined, russian, crimea"
1317,"newest, end, threat, nato, pose"
1318,"opposition, kanapackaya, generously, church, member"
1319,"sectarian, church, belarusian, belarus, supported"
1320,"west, kalinowski, crime, belarusian, littleknown"
1321,"able, obtaining, donbas, russian, country"
1322,"donbas, country, resident, russian, citizen"
1323,"language, law, ukraine, ukrainian, new"
1324,"language, law, ukraine, ukrainian, new"
1325,"reuters, oil, rosneft, western, russian"
1326,"curator, volodymyr, ukraine, demand, new"
1327,"stabilisation, neonazism, order, fraught, rid"
1328,"evidence, georgian, russian, august, involved"
1329,"commission, moscow, trump, tie, information"
1330,"change, war, fighting, kyiv, going"
1331,"american, border, nato, delegation, north"
1332,"buy, launch, energy, seems, belarusian"
1333,"lithuania, need, kerosene, people, remain"
1334,"run, whole, conflict, war, ukraine"
1335,"crimean, referendum, crimea, russia, decided"
1336,"georgia, territorial, south, country, separatism"
1337,"almost, power, rescuer, chornobyl, broke"
1338,"détat, become, referendum, crimea, sevastopol"
1339,"kremlin, prosecutor, authority, allowed, falsely"
1340,"nothing, prosecutor, authority, russian, falsely"
1341,"kremlin, nothing, allowed, russian, falsely"
1342,"kremlin, tsemakh, authority, dutch, allowed"
1343,"allegedly, volodymyr, allowed, russian, falsely"
1344,"kremlin, tsemakh, authority, country, falsely"
1345,"ukrainian, navy, november, crossed, ship"
1346,"death, assad, conducted, result, province"
1347,"chemical, area, attack, douma, group"
1348,"salary, nbsp, soros, envoy, poroshenko"
1349,"idlib, official, damascus, main, discredit"
1350,"chemical, attack, un, study, fact"
1351,"military, russia, provocation, strait, poroshenko"
1352,"syrian, village, medium, family, province"
1353,"everything, state, win, system, two"
1354,"chemical, attack, dead, douma, syria"
1355,"chemical, attack, white, dead, syria"
1356,"syrian, president, fascist, favour, ukraine"
1357,"follower, known, bandera, government, sector"
1358,"bomb, europe, mean, increasing, nuclear"
1359,"union, european, would, nato, supported"
1360,"process, personnel, donbas, armed, rebel"
1361,"controlled, rebel, armed, kyiv, part"
1362,"president, favour, poroshenko, representative, zone"
1363,"ballot, petro, representative, republic, election"
1364,"freedom, outlet, fact, information, abroad"
1365,"elite, white, london, threat, global"
1366,"ukraine, donbas, destroy, recovery, region"
1367,"popular, concert, order, immigrant, cancelled"
1368,"prominent, issue, removal, one, political"
1369,"service, nbsp, department, fact, fight"
1370,"resident, presidential, voting, kyiv, election"
1371,"europe, men, nowadays, coming, africa"
1372,"significantly, language, implies, punitive, country"
1373,"passport, pension, deprived, russia, denied"
1374,"essence, western, government, role, citizen"
1375,"five, nothing, democratic, washington, spearhead"
1376,"language, scenario, based, estonian, ukrainian"
1377,"right, government, deprived, ukrainian, practically"
1378,"minsk, stop, obligation, conflict, eastern"
1379,"hidden, instead, fire, notre, dame"
1380,"burn, spire, notre, pole, dame"
1381,"fire, notre, dame, social, minaret"
1382,"arab, oil, country, russia, around"
1383,"change, ukraine, ukrainian, hence, political"
1384,"misguided, parliament, stabilization, parliamentary, election"
1385,"entering, water, sneak, tried, poroshenko"
1386,"attack, fire, notre, world, new"
1387,"ukrainian, came, people, debate, kyiv"
1388,"extensive, stadium, people, debate, around"
1389,"minsk, without, declared, violated, nato"
1390,"united, treaty, union, european, nato"
1391,"quiet, tourist, war, military, gotland"
1392,"collapse, policy, number, creating, russia"
1393,"turkey, store, system, russian, temporarily"
1394,"buy, united, fireandforget, manportable, present"
1395,"language, genocide, russian, manifestation, latvia"
1396,"mass, deportation, georgian, russia, citizen"
1397,"mass, deportation, analogous, georgian, citizen"
1398,"mass, deportation, analogous, georgian, lateseptember"
1399,"mass, deportation, georgian, began, citizen"
1400,"state, analogous, georgian, member, citizen"
1401,"cathedral, party, dance, notre, people"
1402,"made, warsaw, east, border, nato"
1403,"expansion, brought, warsaw, nato, bloc"
1404,"brought, made, russia, nato, bloc"
1405,"closer, expand, border, nato, bloc"
1406,"double, deprived, temporary, living, migrant"
1407,"europe, organizing, event, donbas, czech"
1408,"committee, earth, society, escaping, destroys"
1409,"first, target, notre, danger, dame"
1410,"alien, fire, target, danger, new"
1411,"tool, change, nation, european, quota"
1412,"kiev, rally, nationalist, city, ukrainian"
1413,"eu, join, city, western, ukrainian"
1414,"rest, rally, city, lviv, ukrainian"
1415,"already, attack, whether, france, continues"
1416,"extreme, use, nato, measure, nuclear"
1417,"service, burning, france, church, new"
1418,"mueller, real, robert, counsel, election"
1419,"defence, alliance, billion, military, counterpart"
1420,"enough, refute, billion, military, russia"
1421,"come, use, swedish, ram, border"
1422,"kremlin, account, zelenskiy, russian, medvedev"
1423,"kremlin, immediately, subscribed, follows, wrote"
1424,"twitter, subscribed, presidential, new, medvedev"
1425,"kremlin, official, tweet, zelenskiy, presidential"
1426,"february, uprising, coup, ukraine, euromaidan"
1427,"ironic, london, twist, week, european"
1428,"preparing, island, basing, baltic, gotland"
1429,"great, set, try, year, keen"
1430,"name, colonial, colony, diplomatic, grant"
1431,"place, colour, took, least, civilizational"
1432,"struggle, least, civilizational, part, playing"
1433,"provide, interference, russian, campaign, election"
1434,"like, france, medium, russia, one"
1435,"service, facebook, security, personal, global"
1436,"service, security, national, agency, hence"
1437,"respect, putting, feel, russia, region"
1438,"police, round, compared, ukraine, increase"
1439,"high, former, downplaying, un, chile"
1440,"secret, falsification, massive, manipulation, election"
1441,"set, france, church, epidemic, arson"
1442,"voter, tarkhun, presidential, chocolate, zelenskyiy"
1443,"influence, kolomoyskiy, ukraine, control, israel"
1444,"anatoliy, matios, chief, ukraine, military"
1445,"anatoliy, matios, chief, ukraine, military"
1446,"anatoliy, matios, ukraine, military, case"
1447,"defence, matios, ukraine, poroshenkos, involved"
1448,"anatoliy, matios, chief, ukraine, involved"
1449,"anatoliy, matios, chief, ukraine, military"
1450,"anatoliy, matios, chief, ukraine, military"
1451,"data, anatoliy, matios, chief, ukraine"
1452,"colonize, couldnt, along, southern, created"
1453,"break, grim, ukraine, country, ci"
1454,"signed, country, commonwealth, framework, budget"
1455,"prevention, russia, nato, know, agenda"
1456,"away, nation, issue, european, social"
1457,"sparked, usa, ukrainian, conflict"
1458,"criminal, war, donbas, accusation, russia"
1459,"schismatic, sic, mind, government, global"
1460,"cathedral, also, might, targeted, hide"
1461,"last, nazi, denounced, european, value"
1462,"paris, zelensky, fire, volodymyr, macron"
1463,"built, notre, might, dame, holy"
1464,"site, need, even, user, internet"
1465,"rock, paris, notre, german, rammstein"
1466,"notredame, france, fire, version, macron"
1467,"france, reason, country, magnificent, people"
1468,"porton, national, including, two, provocation"
1469,"sign, notre, dame, feeling, de"
1470,"true, monstrous, absurdity, feeling, flame"
1471,"monstrous, commandment, absurdity, mockery, flame"
1472,"eu, fascist, nato, support, regime"
1473,"russia, europe, russian, european, destroy"
1474,"set, fire, islamist, notre, dame"
1475,"skripal, poisoning, yulia, year, involved"
1476,"attack, month, france, saintsulpice, church"
1477,"attack, france, saintsulpice, church, catholic"
1478,"intelligence, uk, mi, agent, although"
1479,"antirussian, win, ukraine, remain, russia"
1480,"protest, france, notre, torn, believe"
1481,"accidentally, peace, ukraine, donbas, elected"
1482,"usa, president, joe, close, gain"
1483,"preserve, chemical, london, laboratory, provocation"
1484,"ecuador, assange, substantial, billion, loan"
1485,"ecuador, credit, payment, imf, new"
1486,"muellers, evidence, american, concluding, russian"
1487,"russia, cooperate, enlargement, actually, nato"
1488,"ukrainian, russian, provocation, nato, ship"
1489,"undermine, sea, russia, nato, provoke"
1490,"paris, emmanuel, impressed, french, journalist"
1491,"estonia, party, isamaa, radical, pure"
1492,"eu, flow, culture, financial, belarus"
1493,"sovereign, eu, culture, another, belarus"
1494,"dependent, real, presidential, including, ukrainian"
1495,"eu, murder, support, poroshenko, election"
1496,"violence, strategy, institution, social, family"
1497,"history, sobibor, liberation, poland, camp"
1498,"activist, intervention, venezuela, group, opposition"
1499,"state, unrest, western, rich, hydrocarbon"
1500,"power, kill, list, belarus, lawenforcement"
1501,"region, praviy, moscow, russia, pirozhok"
1502,"place, world, medium, main, information"
1503,"state, influence, european, country, create"
1504,"state, crew, pipeline, american, bomber"
1505,"caucasus, regularly, geneva, security, medvedevsarkozy"
1506,"deployment, order, western, camp, russia"
1507,"saakashvili, acutely, venice, continued, emphasis"
1508,"georgia, export, trade, september, dcfta"
1509,"also, addition, rule, want, special"
1510,"country, european, powerful, hit, lost"
1511,"adoption, italy, european, people, euro"
1512,"wanted, foothold, base, year, gain"
1513,"terrorist, military, group, force, terrorism"
1514,"displaced, territory, person, internally, find"
1515,"competitive, falsification, fair, ukrainian, election"
1516,"idea, polish, society, national, belarusian"
1517,"idea, polish, society, national, belarusian"
1518,"deeper, central, pole, growing, structure"
1519,"carried, france, financial, propaganda, helmet"
1520,"voted, aggressor, crimea, russia, crimeans"
1521,"inspection, service, poland, worked, uncovered"
1522,"nbsp, poland, worker, ukraine, ukrainian"
1523,"nbsp, poland, worker, ukraine, ukrainian"
1524,"state, sanction, united, economy, imposing"
1525,"entered, turkey, situation, romania, country"
1526,"situation, alliance, russia, nato, region"
1527,"fake, news, thing, british, hunt"
1528,"hard, system, security, russia, nato"
1529,"europe, planet, organization, nato, organisation"
1530,"obscure, real, zelenskys, macron, ukrainian"
1531,"making, treaty, billion, past, north"
1532,"state, threat, military, russian, nato"
1533,"diplomat, french, impact, ukraine, election"
1534,"region, donbas, crimea, people, kyiv"
1535,"eu, visa, belarusian, belarus, gay"
1536,"demonstration, relaying, protester, yellow, gas"
1537,"advanced, duma, past, year, kyiv"
1538,"develop, anniversary, three, way, founding"
1539,"office, polish, ukraine, church, orthodox"
1540,"gorbachev, expand, east, pact, german"
1541,"participate, germany, refused, provocation, election"
1542,"economy, ukraine, nowadays, european, revive"
1543,"georgia, intends, protectorate, united, military"
1544,"protest, also, opposition, belarusian, belarus"
1545,"ago, law, war, nato, international"
1546,"opposition, mikalai, weapon, belarusian, belarus"
1547,"put, brink, demanding, ruin, lifted"
1548,"donetsk, jure, russia, completely, de"
1549,"called, ukraine, russia, ukrainian, support"
1550,"puppet, zelensky, people, ukrainian, poroshenko"
1551,"angela, conflict, war, presidential, ukrainian"
1552,"filat, maia, one, sandu, decision"
1553,"early, release, sandus, moldova, sandu"
1554,"early, filat, release, government, sandu"
1555,"early, filat, release, government, sandu"
1556,"disenchanted, poland, exit, brussels, increasingly"
1557,"expansion, need, block, russia, nato"
1558,"jew, persecuted, nation, globally, new"
1559,"kurapaty, become, prayer, project, belarusian"
1560,"postsoviet, collapse, west, geopolitical, independent"
1561,"postsoviet, get, geopolitical, independent, following"
1562,"postsoviet, soviet, feudal, independent, precondition"
1563,"space, postsoviet, called, western, independent"
1564,"state, institution, society, belarusian, important"
1565,"expanding, alliance, international, another, relevance"
1566,"well, nbsp, dont, progress, generation"
1567,"georgia, nato, money, without, protection"
1568,"control, block, russian, nato, thus"
1569,"effort, anaklia, sea, project, region"
1570,"antirussia, ago, path, ukrainian, belarus"
1571,"treaty, union, deepen, russia, belarus"
1572,"state, antirussia, within, ago, belarus"
1573,"follow, currently, developing, way, belarus"
1574,"georgia, defence, assistance, military, financial"
1575,"alliance, war, mean, main, new"
1576,"russia, towards, american, hold, simply"
1577,"policy, foreign, become, nato, ally"
1578,"policy, become, nato, ally, instrument"
1579,"power, second, reich, instigated, war"
1580,"ignite, power, fuse, instigated, war"
1581,"kremlin, dmitri, company, founder, usbased"
1582,"catastrophe, beforehand, press, doubt, ukrainian"
1583,"election, president, cancel, win, kerch"
1584,"nothing, instruction, ambassador, ukraine, ukrainian"
1585,"processed, competitive, take, electoral, election"
1586,"didnt, million, ukrainian, electoral, think"
1587,"ukrainian, ukraine, russia, relation, likely"
1588,"outstripping, claim, person, right, hitler"
1589,"representative, internet, belarusian, belarus, osce"
1590,"make, anarchist, representative, internet, belarusian"
1591,"want, full, internet, belarusian, belarus"
1592,"proof, proving, secretary, russia, member"
1593,"socalled, militant, accused, republic, electoral"
1594,"round, win, poroshenkos, told, election"
1595,"soviet, fired, crowd, people, soldier"
1596,"rightly, race, end, war, mortally"
1597,"day, new, next, ukrainian, poroshenko"
1598,"point, american, ukraine, project, russia"
1599,"data, buk, jit, russian, vinichenko"
1600,"guatemala, nbsp, person, image, election"
1601,"first, round, choice, even, recognizing"
1602,"presidential, ukrainian, citizen, force, election"
1603,"election, intimidate, order, ukrainian, special"
1604,"election, presidential, ukrainian, force, vehicle"
1605,"mh, caused, failure, craft, thus"
1606,"vote, ukraine, eastern, resident, polling"
1607,"like, hungarian, ukraine, transcarpathia, speaker"
1608,"voter, allowed, russia, million, election"
1609,"report, stated, conflict, recent, lead"
1610,"state, latvia, large, member, newer"
1611,"illegal, use, ukraine, funding, election"
1612,"true, must, west, sea, peace"
1613,"attack, operation, moscow, falseflag, syria"
1614,"chemical, attack, france, operation, syria"
1615,"chemical, attack, operation, moscow, syria"
1616,"cell, attack, moscow, falseflag, group"
1617,"state, united, russia, followed, isolate"
1618,"varta, situation, dead, presence, election"
1619,"ukraine, western, baltic, belarusian, belarus"
1620,"process, power, president, jew, israel"
1621,"state, mass, west, list, belarus"
1622,"various, already, planned, fraud, government"
1623,"recognition, show, crimea, russia, standard"
1624,"commission, personally, petro, member, election"
1625,"venezuela, brazil, nato, talked, want"
1626,"state, united, need, sea, aimed"
1627,"flag, beijing, essentially, waving, continue"
1628,"caused, serbian, people, nato, injured"
1629,"second, union, orange, european, euromaidan"
1630,"round, st, scheduled, donbas, march"
1631,"first, round, st, donbas, ukrainian"
1632,"vote, round, scheduled, ukrainian, election"
1633,"round, donbas, presidential, ukrainian, election"
1634,"vote, first, st, scheduled, march"
1635,"first, scheduled, donbas, presidential, election"
1636,"first, round, scheduled, donbas, election"
1637,"vote, first, march, scheduled, ukrainian"
1638,"rukban, humanitarian, camp, refugee, syria"
1639,"observe, russian, may, monitoring, citizen"
1640,"recent, armed, year, ukrainian, force"
1641,"direct, american, ukraine, european, election"
1642,"first, refusal, introduced, donbas, allow"
1643,"state, virus, modify, serious, biological"
1644,"compromise, west, union, russia, belarus"
1645,"compromise, west, alliance, russia, belarus"
1646,"gained, power, february, government, regime"
1647,"president, favour, latter, ukrainian, hence"
1648,"involvement, skripal, russian, case, motive"
1649,"state, indication, electrical, conducted, supposed"
1650,"already, power, get, people, keep"
1651,"nbsp, ukraine, waged, russia, aggression"
1652,"nothing, nbsp, wall, annual, condemn"
1653,"sanction, odd, impose, european, company"
1654,"sanction, pressure, demonstrate, european, company"
1655,"also, phenomenally, involved, ukrainian, followed"
1656,"muellers, found, russia, trace, election"
1657,"muellers, interference, found, trace, election"
1658,"russia, muellers, robert, found, election"
1659,"sovereign, west, bringing, support, affair"
1660,"terrorist, right, camouflaged, example, year"
1661,"president, win, conflict, ukrainian, election"
1662,"nbsp, meddling, turned, hillary, election"
1663,"greta, west, propaganda, using, especially"
1664,"service, incident, downing, government, ukrainian"
1665,"albanian, terrorist, serbian, army, kosovo"
1666,"albanian, terrorist, operation, serbian, army"
1667,"see, nobody, polling, transparency, election"
1668,"place, west, scale, whoever, poroshenko"
1669,"obstacle, pipeline, reason, adriatic, aggression"
1670,"aiming, april, conflict, ukraine, kyiv"
1671,"fascism, state, regular, symbol, battalion"
1672,"state, week, system, ukraine, election"
1673,"competitor, trying, turned, economy, rapidly"
1674,"competitor, west, trying, economy, environmental"
1675,"tribunal, mariupol, set, prison, photo"
1676,"mariupol, set, clear, prison, photo"
1677,"deliberately, environmentally, nato, disaster, throughout"
1678,"claim, former, officer, russian, ukrainian"
1679,"vasily, state, mh, officer, revealed"
1680,"state, sbu, mh, moscow, ukraine"
1681,"sbu, mh, former, moscow, security"
1682,"vasily, sbu, former, behind, pressconference"
1683,"vasily, state, prozorov, mh, moscow"
1684,"said, reaction, secretary, russian, people"
1685,"state, dam, dniprohes, ukraine, measure"
1686,"becoming, senator, opponent, representative, ukrainian"
1687,"incident, include, russian, list, force"
1688,"sport, made, doping, russian, many"
1689,"lithuania, insufficient, plant, security, belarusian"
1690,"remembrance, institute, myth, national, founding"
1691,"saw, happiness, crimea, image, delegation"
1692,"sanction, asset, together, venezuela, seizure"
1693,"targeting, planning, nbsp, cancel, ukrainian"
1694,"nbsp, ukraine, donbas, poroshenko, election"
1695,"nbsp, cancel, donbas, osce, election"
1696,"nbsp, cancel, ukraine, would, poroshenko"
1697,"usa, germany, complicated, would, punishing"
1698,"usa, germany, complicated, would, punishing"
1699,"europe, sanction, germany, complicated, punishing"
1700,"sanction, germany, complicated, would, punishing"
1701,"sanction, usa, germany, complicated, punishing"
1702,"sanction, usa, germany, complicated, punishing"
1703,"sanction, defends, germany, punishing, obvious"
1704,"europe, germany, complicated, would, punishing"
1705,"europe, sanction, complicated, would, punishing"
1706,"policy, towards, nationalist, democracy, ukrainian"
1707,"compliance, charter, democratic, law, international"
1708,"second, poland, th, war, world"
1709,"acting, forever, ukraine, list, ukrainian"
1710,"kremlin, peninsula, right, crimeans, due"
1711,"first, strategy, washington, nuclear, new"
1712,"cheap, never, mention, country, western"
1713,"sign, wellbeing, russia, year, significant"
1714,"state, poland, polish, part, belarus"
1715,"poland, polish, part, rzeczpospolita, belarus"
1716,"avoid, visa, improve, citizen, problem"
1717,"nbsp, triggered, started, moscow, eastern"
1718,"incident, whole, muslim, religious, crime"
1719,"preventive, strike, joseph, staff, abandon"
1720,"incident, evidence, skripal, leakage, british"
1721,"chance, big, war, crisis, new"
1722,"matter, conducted, ukraine, people, election"
1723,"act, blind, nationalist, terror, ukrainian"
1724,"migration, europe, major, occupied, islamist"
1725,"zealand, china, attack, terror, new"
1726,"parliament, lukashenko, would, including, one"
1727,"service, page, nato, organisation, atlantic"
1728,"state, gold, governorate, stored, isi"
1729,"general, nbsp, people, immigration, problem"
1730,"sanction, european, russian, russia, march"
1731,"sanction, european, russian, russia, year"
1732,"contributes, peninsula, russia, economic, fastgrowing"
1733,"mh, dutch, law, government, crime"
1734,"eu, plan, view, russianlanguage, russia"
1735,"quickly, ukraine, crimea, russia, international"
1736,"included, eu, russian, guard, border"
1737,"middle, origin, aid, humanitarian, happen"
1738,"turned, ukraine, would, nato, weapon"
1739,"system, deny, would, nato, thus"
1740,"power, brussels, big, macron, governor"
1741,"day, history, march, russian, peninsula"
1742,"russia, european, recognized, country, crimea"
1743,"class, zionist, wolf, church, vatican"
1744,"china, world, ocasiocortez, russia, thunberg"
1745,"china, world, ocasiocortez, russia, thunberg"
1746,"chemical, white, alqaeda, know, helmet"
1747,"united, agent, white, know, helmet"
1748,"feminine, develop, money, minority, family"
1749,"article, referendum, hold, constitution, ukrainian"
1750,"ruling, discrimination, understand, information, child"
1751,"water, ship, russian, guard, ukrainian"
1752,"elite, russian, european, may, election"
1753,"georgia, return, membership, ukraine, nato"
1754,"georgia, membership, ukraine, crimea, nato"
1755,"georgia, return, ukraine, crimea, nato"
1756,"return, president, acquire, petro, russia"
1757,"connection, nbsp, benefit, favour, even"
1758,"human, right, crimea, violation, citizen"
1759,"perpetrator, venezuela, namely, grid, knowledge"
1760,"rejoined, voted, democratic, favour, resident"
1761,"crimea, legitimate, russia, peninsula, decided"
1762,"interest, build, geopolitical, ukraine, introduce"
1763,"west, reunification, east, crimea, russia"
1764,"high, french, upcoming, arrival, delegation"
1765,"interest, something, nation, economics, russia"
1766,"conflict, something, athlete, potential, russia"
1767,"interest, something, potential, russia, global"
1768,"everything, energy, something, russia, global"
1769,"ban, russia, something, tendency, violation"
1770,"aspect, russia, energy, something, violation"
1771,"decide, donbas, direction, republic, political"
1772,"eu, evidence, chemical, attack, syria"
1773,"mh, area, crash, connected, donbassthese"
1774,"exercise, mh, crash, conducted, connected"
1775,"cause, mh, flight, crash, connected"
1776,"malaysia, mh, flight, plane, crash"
1777,"malaysia, mh, flight, plane, crash"
1778,"showing, white, burden, douma, pretending"
1779,"blaming, trove, city, douma, top"
1780,"selfproclaimed, donetsk, became, people, according"
1781,"chemical, attack, opcw, issued, douma"
1782,"ukraine, independent, friend, sovereignty, current"
1783,"kherson, complication, ukraine, crimea, peninsula"
1784,"measles, head, ukraine, health, ulana"
1785,"territory, camp, resident, checked, special"
1786,"language, strengthen, law, functioning, used"
1787,"language, punitive, discriminate, law, national"
1788,"need, european, happens, attempt, election"
1789,"evidence, alleged, donald, trump, investigation"
1790,"sharp, alleged, european, share, election"
1791,"logical, russian, would, example, share"
1792,"note, soviet, finnish, fired, finland"
1793,"attack, swede, film, russia, one"
1794,"like, film, feel, russian, weapon"
1795,"europe, moving, ukraine, past, backwards"
1796,"ukraine, infringement, constitution, ukrainian, poroschenko"
1797,"infectious, eu, ukraine, country, belief"
1798,"bot, hacker, excuse, say, russian"
1799,"made, april, isolated, two, survivor"
1800,"initiative, event, demonstrate, film, channel"
1801,"reality, connection, hero, killed, title"
1802,"reality, maidan, awarded, killed, title"
1803,"maidan, weak, ukraine, killed, list"
1804,"connection, february, people, list, hero"
1805,"maidan, weak, killed, people, title"
1806,"reality, weak, killed, still, title"
1807,"maidan, hero, killed, list, title"
1808,"reality, february, maidan, list, title"
1809,"weak, hero, awarded, people, title"
1810,"challenge, party, made, bill, people"
1811,"ivangorod, representative, people, region, new"
1812,"united, union, ireland, european, happen"
1813,"everything, state, brussels, fashion, russia"
1814,"coalition, airstrike, remaining, one, usled"
1815,"nothing, power, decides, european, political"
1816,"state, europe, eu, department, founder"
1817,"state, europe, eu, department, founder"
1818,"sputnik, macron, vest, russia, problem"
1819,"leader, protest, violent, ussponsored, culminated"
1820,"puppet, turn, ukraine, complete, petro"
1821,"kyiv, army, country, security, ukrainian"
1822,"authority, foreign, country, destroy, ukrainian"
1823,"report, research, technology, sweden, keep"
1824,"claim, sweden, western, nato, keep"
1825,"join, swedish, research, partner, sweden"
1826,"claim, junior, western, partner, sweden"
1827,"use, opcw, journalist, douma, investigation"
1828,"extreme, coup, nationalist, ukraine, poroshenko"
1829,"always, gave, krushchev, ukraine, belonged"
1830,"intervention, venezuela, country, democracy, syria"
1831,"intervention, venezuela, country, democracy, syria"
1832,"uk, government, poisoning, russia, sergei"
1833,"state, based, european, vaccine, one"
1834,"general, spoke, country, russia, fogh"
1835,"space, state, nbsp, russian, belarusian"
1836,"instruction, language, education, russian, belarusian"
1837,"day, biometric, moldova, exceed, officially"
1838,"officially, visa, work, country, citizen"
1839,"russia, europe, become, clearly, either"
1840,"well, either, else, russia, many"
1841,"become, understand, ukrainian, anything, part"
1842,"secretary, country, world, russia, one"
1843,"underway, ukraine, revolution, belarus, political"
1844,"perimeter, conflict, mean, therefore, impossible"
